"","SentenceID","Word","Region","deletion_rate","Surprisal","Label","critical_word","Sentence","Condition"
"537",42,"seemed",7,0.3,6.274375,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"538",42,"seemed",7,0.4,6.2981875,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"539",42,"seemed",7,0.5,6.28014285714286,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"540",42,"seemed",7,0.6,6.258875,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"541",42,"seemed",7,0.65,6.243,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"542",42,"seemed",7,0.7,7.755375,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"543",42,"seemed",7,0.75,7.80125,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"544",42,"seemed",7,0.8,11.23975,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"545",42,"seemed",7,0.9,10.25125,"exp.b.11","seemed","The observation that the neighbour poisoned the dog seemed to be a malicious smear.","b"
"546",43,"seemed",11,0.1,5.888625,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"547",43,"seemed",11,0.15,5.8755,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"548",43,"seemed",11,0.2,6.03393333333333,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"549",43,"seemed",11,0.3,6.250375,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"550",43,"seemed",11,0.4,6.58346875,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"551",43,"seemed",11,0.5,6.475,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"552",43,"seemed",11,0.6,7.0405,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"553",43,"seemed",11,0.65,9.906,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"554",43,"seemed",11,0.7,10.1685625,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"555",43,"seemed",11,0.75,10.42475,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"556",43,"seemed",11,0.8,10.6180833333333,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"557",43,"seemed",11,0.9,10.2695,"exp.c.11","seemed","The observation that the neighbour who the woman distrusted poisoned the dog seemed to be a malicious smear.","c"
"558",44,"seemed",1,0.1,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"559",44,"seemed",1,0.15,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"560",44,"seemed",1,0.2,7.77523333333333,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"561",44,"seemed",1,0.3,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"562",44,"seemed",1,0.4,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"563",44,"seemed",1,0.5,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"564",44,"seemed",1,0.6,7.778125,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"565",44,"seemed",1,0.65,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"566",44,"seemed",1,0.7,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"567",44,"seemed",1,0.75,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"568",44,"seemed",1,0.8,7.77108333333333,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"569",44,"seemed",1,0.9,7.776,"exp.a.11","seemed","The observation seemed to be a malicious smear.","a"
"570",45,"was",1,0.1,3.646,"exp.a.12","was","The reminder was sad to hear.","a"
"571",45,"was",1,0.15,3.646,"exp.a.12","was","The reminder was sad to hear.","a"
"572",45,"was",1,0.2,3.646,"exp.a.12","was","The reminder was sad to hear.","a"
"573",45,"was",1,0.3,3.6496875,"exp.a.12","was","The reminder was sad to hear.","a"
"574",45,"was",1,0.4,3.65453125,"exp.a.12","was","The reminder was sad to hear.","a"
"575",45,"was",1,0.5,3.67428571428571,"exp.a.12","was","The reminder was sad to hear.","a"
"576",45,"was",1,0.6,3.646,"exp.a.12","was","The reminder was sad to hear.","a"
"577",45,"was",1,0.65,3.646,"exp.a.12","was","The reminder was sad to hear.","a"
"578",45,"was",1,0.7,3.676625,"exp.a.12","was","The reminder was sad to hear.","a"
"579",45,"was",1,0.75,3.646,"exp.a.12","was","The reminder was sad to hear.","a"
"580",45,"was",1,0.8,3.70208333333333,"exp.a.12","was","The reminder was sad to hear.","a"
"581",45,"was",1,0.9,3.646,"exp.a.12","was","The reminder was sad to hear.","a"
"582",46,"was",11,0.1,3.354125,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"583",46,"was",11,0.15,4.3315,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"584",46,"was",11,0.2,3.84076666666667,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"585",46,"was",11,0.3,4.33534375,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"586",46,"was",11,0.4,5.434125,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"587",46,"was",11,0.5,6.408,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"588",46,"was",11,0.6,7.671625,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"589",46,"was",11,0.65,8.589,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"590",46,"was",11,0.7,8.5320625,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"591",46,"was",11,0.75,8.687,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"592",46,"was",11,0.8,8.86958333333333,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"593",46,"was",11,0.9,8.8305,"exp.c.12","was","The reminder that the actor who the producer blamed got very sick was sad to hear.","c"
"594",47,"was",14,0.1,3.399875,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"595",47,"was",14,0.15,2.9385,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"596",47,"was",14,0.2,4.93903333333333,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"597",47,"was",14,0.3,5.68746875,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"598",47,"was",14,0.4,7.5275625,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"599",47,"was",14,0.5,8.69735714285714,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"600",47,"was",14,0.6,9.024375,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"601",47,"was",14,0.65,9.144,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"602",47,"was",14,0.7,8.63125,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"603",47,"was",14,0.75,8.48475,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"604",47,"was",14,0.8,8.51491666666667,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"605",47,"was",14,0.9,9.1725,"exp.d.12","was","The reminder that the actor who the producer who directed scenes blamed got very sick was sad to hear.","d"
"606",48,"was",7,0.1,4.154375,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"607",48,"was",7,0.15,4.032,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"608",48,"was",7,0.2,4.09976666666667,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"609",48,"was",7,0.3,4.7753125,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"610",48,"was",7,0.4,4.7501875,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"611",48,"was",7,0.5,5.0455,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"612",48,"was",7,0.6,5.11175,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"613",48,"was",7,0.65,5.951,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"614",48,"was",7,0.7,6.467,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"615",48,"was",7,0.75,7.582,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"616",48,"was",7,0.8,8.65708333333333,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"617",48,"was",7,0.9,8.70125,"exp.b.12","was","The reminder that the actor got very sick was sad to hear.","b"
"618",49,"was",11,0.1,3.645125,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"619",49,"was",11,0.15,3.409,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"620",49,"was",11,0.2,3.5815,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"621",49,"was",11,0.3,3.67746875,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"622",49,"was",11,0.4,4.54375,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"623",49,"was",11,0.5,4.24814285714286,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"624",49,"was",11,0.6,5.290875,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"625",49,"was",11,0.65,5.9895,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"626",49,"was",11,0.7,5.5814375,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"627",49,"was",11,0.75,5.20375,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"628",49,"was",11,0.8,5.47541666666667,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"629",49,"was",11,0.9,5.614,"exp.c.13","was","The indication that the captain who the crew trusted commanded the sailor was nice to hear.","c"
"630",50,"was",1,0.1,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"631",50,"was",1,0.15,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"632",50,"was",1,0.2,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"633",50,"was",1,0.3,3.09934375,"exp.a.13","was","The indication was nice to hear.","a"
"634",50,"was",1,0.4,3.09903125,"exp.a.13","was","The indication was nice to hear.","a"
"635",50,"was",1,0.5,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"636",50,"was",1,0.6,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"637",50,"was",1,0.65,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"638",50,"was",1,0.7,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"639",50,"was",1,0.75,3.099,"exp.a.13","was","The indication was nice to hear.","a"
"640",50,"was",1,0.8,3.12158333333333,"exp.a.13","was","The indication was nice to hear.","a"
"641",50,"was",1,0.9,3.107,"exp.a.13","was","The indication was nice to hear.","a"
"642",51,"was",14,0.1,3.586125,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"643",51,"was",14,0.15,3.628,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"644",51,"was",14,0.2,3.72696666666667,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"645",51,"was",14,0.3,4.40340625,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"646",51,"was",14,0.4,4.7688125,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"647",51,"was",14,0.5,5.33278571428571,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"648",51,"was",14,0.6,5.869125,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"649",51,"was",14,0.65,5.661,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"650",51,"was",14,0.7,6.027375,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"651",51,"was",14,0.75,6.25825,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"652",51,"was",14,0.8,5.83691666666667,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"653",51,"was",14,0.9,4.9575,"exp.d.13","was","The indication that the captain who the crew who saved lives trusted commanded the sailor was nice to hear.","d"
"654",52,"was",7,0.1,2.55275,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"655",52,"was",7,0.15,2.52,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"656",52,"was",7,0.2,2.5758,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"657",52,"was",7,0.3,2.68071875,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"658",52,"was",7,0.4,2.5990625,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"659",52,"was",7,0.5,2.75421428571429,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"660",52,"was",7,0.6,2.635,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"661",52,"was",7,0.65,2.911,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"662",52,"was",7,0.7,3.8843125,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"663",52,"was",7,0.75,4.9,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"664",52,"was",7,0.8,7.03083333333333,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"665",52,"was",7,0.9,5.56825,"exp.b.13","was","The indication that the captain commanded the sailor was nice to hear.","b"
"666",53,"seemed",1,0.1,8.955,"exp.a.14","seemed","The complaint seemed absurd.","a"
"667",53,"seemed",1,0.15,8.955,"exp.a.14","seemed","The complaint seemed absurd.","a"
"668",53,"seemed",1,0.2,8.96016666666667,"exp.a.14","seemed","The complaint seemed absurd.","a"
"669",53,"seemed",1,0.3,8.9575625,"exp.a.14","seemed","The complaint seemed absurd.","a"
"670",53,"seemed",1,0.4,8.95746875,"exp.a.14","seemed","The complaint seemed absurd.","a"
"671",53,"seemed",1,0.5,8.955,"exp.a.14","seemed","The complaint seemed absurd.","a"
"672",53,"seemed",1,0.6,8.955,"exp.a.14","seemed","The complaint seemed absurd.","a"
"673",53,"seemed",1,0.65,8.955,"exp.a.14","seemed","The complaint seemed absurd.","a"
"674",53,"seemed",1,0.7,8.961,"exp.a.14","seemed","The complaint seemed absurd.","a"
"675",53,"seemed",1,0.75,8.955,"exp.a.14","seemed","The complaint seemed absurd.","a"
"676",53,"seemed",1,0.8,8.983,"exp.a.14","seemed","The complaint seemed absurd.","a"
"677",53,"seemed",1,0.9,8.96325,"exp.a.14","seemed","The complaint seemed absurd.","a"
"678",54,"seemed",11,0.1,8.921875,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"679",54,"seemed",11,0.15,8.925,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"680",54,"seemed",11,0.2,9.47403333333333,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"681",54,"seemed",11,0.3,9.3810625,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"682",54,"seemed",11,0.4,9.73834375,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"683",54,"seemed",11,0.5,10.0873571428571,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"684",54,"seemed",11,0.6,10.3275,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"685",54,"seemed",11,0.65,12.2465,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"686",54,"seemed",11,0.7,11.5318125,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"687",54,"seemed",11,0.75,11.795,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"688",54,"seemed",11,0.8,11.9800833333333,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"689",54,"seemed",11,0.9,11.9575,"exp.c.14","seemed","The complaint that the manager who the boss authorized hired the intern seemed absurd.","c"
"690",55,"seemed",7,0.1,8.353875,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"691",55,"seemed",7,0.15,8.332,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"692",55,"seemed",7,0.2,8.28916666666667,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"693",55,"seemed",7,0.3,8.350125,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"694",55,"seemed",7,0.4,8.48909375,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"695",55,"seemed",7,0.5,8.4325,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"696",55,"seemed",7,0.6,8.40475,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"697",55,"seemed",7,0.65,8.4775,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"698",55,"seemed",7,0.7,9.4809375,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"699",55,"seemed",7,0.75,9.047,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"700",55,"seemed",7,0.8,10.9294166666667,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"701",55,"seemed",7,0.9,12.02225,"exp.b.14","seemed","The complaint that the manager hired the intern seemed absurd.","b"
"702",56,"seemed",14,0.1,8.90125,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"703",56,"seemed",14,0.15,8.879,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"704",56,"seemed",14,0.2,9.9531,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"705",56,"seemed",14,0.3,10.06646875,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"706",56,"seemed",14,0.4,10.83653125,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"707",56,"seemed",14,0.5,11.4201428571429,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"708",56,"seemed",14,0.6,11.644875,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"709",56,"seemed",14,0.65,11.7225,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"710",56,"seemed",14,0.7,11.6293125,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"711",56,"seemed",14,0.75,11.723,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"712",56,"seemed",14,0.8,11.3993333333333,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"713",56,"seemed",14,0.9,10.739,"exp.d.14","seemed","The complaint that the manager who the boss who approved documents authorized hired the intern seemed absurd.","d"
"714",57,"was",1,0.1,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"715",57,"was",1,0.15,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"716",57,"was",1,0.2,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"717",57,"was",1,0.3,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"718",57,"was",1,0.4,4.37990625,"exp.a.15","was","The evidence was entirely correct.","a"
"719",57,"was",1,0.5,4.38085714285714,"exp.a.15","was","The evidence was entirely correct.","a"
"720",57,"was",1,0.6,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"721",57,"was",1,0.65,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"722",57,"was",1,0.7,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"723",57,"was",1,0.75,4.379,"exp.a.15","was","The evidence was entirely correct.","a"
"724",57,"was",1,0.8,4.37966666666667,"exp.a.15","was","The evidence was entirely correct.","a"
"725",57,"was",1,0.9,4.39,"exp.a.15","was","The evidence was entirely correct.","a"
"726",58,"was",7,0.1,2.407125,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"727",58,"was",7,0.15,2.37,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"728",58,"was",7,0.2,2.40196666666667,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"729",58,"was",7,0.3,2.54465625,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"730",58,"was",7,0.4,2.555125,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"731",58,"was",7,0.5,2.52714285714286,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"732",58,"was",7,0.6,2.513,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"733",58,"was",7,0.65,2.709,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"734",58,"was",7,0.7,3.946875,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"735",58,"was",7,0.75,4.4175,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"736",58,"was",7,0.8,6.61808333333333,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"737",58,"was",7,0.9,4.31875,"exp.b.15","was","The evidence that the bully harassed the boy was entirely correct.","b"
"738",59,"was",11,0.1,2.918625,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"739",59,"was",11,0.15,2.666,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"740",59,"was",11,0.2,3.45823333333333,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"741",59,"was",11,0.3,3.6551875,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"742",59,"was",11,0.4,4.74609375,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"743",59,"was",11,0.5,5.10278571428571,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"744",59,"was",11,0.6,6.366625,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"745",59,"was",11,0.65,6.554,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"746",59,"was",11,0.7,5.8909375,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"747",59,"was",11,0.75,5.8275,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"748",59,"was",11,0.8,5.19675,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"749",59,"was",11,0.9,4.344,"exp.c.15","was","The evidence that the bully who the children hated harassed the boy was entirely correct.","c"
"750",60,"was",14,0.1,3.27925,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"751",60,"was",14,0.15,2.896,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"752",60,"was",14,0.2,4.55966666666667,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"753",60,"was",14,0.3,5.04540625,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"754",60,"was",14,0.4,6.034125,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"755",60,"was",14,0.5,6.222,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"756",60,"was",14,0.6,6.464375,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"757",60,"was",14,0.65,5.89,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"758",60,"was",14,0.7,5.47475,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"759",60,"was",14,0.75,5.46125,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"760",60,"was",14,0.8,5.109,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"761",60,"was",14,0.9,5.27375,"exp.d.15","was","The evidence that the bully who the children who suffered abuse hated harassed the boy was entirely correct.","d"
"762",61,"reached",11,0.1,10.770625,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"763",61,"reached",11,0.15,10.788,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"764",61,"reached",11,0.2,11.2895333333333,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"765",61,"reached",11,0.3,11.25496875,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"766",61,"reached",11,0.4,11.50015625,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"767",61,"reached",11,0.5,11.5314285714286,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"768",61,"reached",11,0.6,11.978375,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"769",61,"reached",11,0.65,13.167,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"770",61,"reached",11,0.7,12.6163125,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"771",61,"reached",11,0.75,12.718,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"772",61,"reached",11,0.8,12.4310833333333,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"773",61,"reached",11,0.9,11.1015,"exp.c.16","reached","The rumor that the plaintiff who the jury interrogated interrupted the witness reached the news.","c"
"774",62,"reached",14,0.1,10.273375,"exp.d.16","reached","The rumor that the plaintiff who the jury who examined documents interrogated interrupted the witness reached the news.","d"
